NAME,ETHNICITY,SEX,LOC,ETHNICITY_RECAT,ETHNICITY_RECAT_V2,ETHNICITY_RECAT_V3,ETHNICITY_RECAT_V4
Charles F Fisher,others,Male,"B, Bruce (east/est), Ontario, Canada",others,others,others,others
Barbara Shaw,ir,Female,"F, Glengarry, Ontario, Canada",ir,ir,ir,ir
Bessie E Mciver,sc,Female,"K, Yamaska, Quebec, Canada",sc,sc,sc,sc
Elisabeth Brogan,it,Male,"B, Durham (east/est), Ontario, Canada",it,it,it,it
Bertha Muir,ja,Male,"G, Chambly & Verchères, Quebec, Canada",ja,ja,ja,ja
Patrie Ogrady,ja,Male,"F, Gaspé, Quebec, Canada",ja,ja,ja,ja
Charles Mcgillivray,rus,Male,"C, London (city/cité), Ontario, Canada",rus,rus,rus,rus
Gédéon Valière,fr,Female,"C, York (north/nord), Ontario, Canada",fr,fr,fr,fr
C P Kalning,en,Female,"R, Cumberland, Nova Scotia, Canada",en,en,en,en
John Wood,fr,Female,"D, Toronto (west/ouest) (city/cité), Ontario, Canada",fr,fr,fr,fr
Francis Farcie,sc,Male,"B, Québec (city/cité) (centre), Quebec, Canada",sc,sc,sc,sc
Sarrah Gallager,ch,Male,"C, Victoria (south/sud), Ontario, Canada",ch,ch,ch,ch
B. M. Briggs,en,Female,"A, Montréal (city/cité), Quebec, Canada",en,en,en,en
Philippe Rochefort,others,Male,"N, Kings, Prince Edward Island, Canada",others,others,others,others
Brunet Lauzon,others,Male,"A, Halton, Ontario, Canada",others,others,others,others
Alma V Minckler,rus,Male,"G, Deux-montagnes, Quebec, Canada",rus,rus,rus,rus
Maria Lapointe,it,Male,"A, Ottawa (city/cité), Ontario, Canada",it,it,it,it
Edwardina Baril,ja,Female,"F, Vaudreuil, Quebec, Canada",ja,ja,ja,ja
Elenne Charon,sc,Male,"H, Lunenburg, Nova Scotia, Canada",sc,sc,sc,sc
Jessie Brotherston,it,Female,"A1, Cape Breton, Nova Scotia, Canada",it,it,it,it
Edouardina Gaudet,it,Male,"F, Renfrew (north/nord), Ontario, Canada",it,it,it,it
John Brumpton,rus,Female,"J, Lincoln & Niagara, Ontario, Canada",rus,rus,rus,rus
Bessie Carruther,ir,Male,"A, Perth (south/sud), Ontario, Canada",ir,ir,ir,ir
Eva May Kilpatrick,en,Male,"F, Wentworth (south/sud), Ontario, Canada",en,en,en,en
James Morrow,ir,Male,"A, Montréal (city/cité), Quebec, Canada",ir,ir,ir,ir
Agnes Wright,en,Male,"G, Prince Edward, Ontario, Canada",en,en,en,en
M Louise Marose,ir,Female,"H, Sunbury & Queens, New Brunswick, Canada",ir,ir,ir,ir
Beatrice Mcintosh,en,Male,"L, Beauce, Quebec, Canada",en,en,en,en
Marie A Ledou,ab,Female,"G, Montmorency, Quebec, Canada",ab,metis,metis,metis
Frank Beman,sc,Male,"A, Sherbrooke, Quebec, Canada",sc,sc,sc,sc
Annie Wallis,sc,Male,"C, L'islet, Quebec, Canada",sc,sc,sc,sc
Ida Slack,ch,Female,"M, Trois-rivières & Saint-maurice, Quebec, Canada",ch,ch,ch,ch
James B Hay,ab,Female,"E, Yale & Cariboo, British Columbia, Canada",ab,metis,metis,metis
Joseph Baird,ja,Female,"P, Beauce, Quebec, Canada",ja,ja,ja,ja
Bertha Drouin,ir,Female,"L, Joliette, Quebec, Canada",ir,ir,ir,ir
Henry Hill,ch,Male,"G, Maisonneuve, Quebec, Canada",ch,ch,ch,ch
Lena Burns,sc,Female,"I, Northumberland (east/est), Ontario, Canada",sc,sc,sc,sc
Mary R Cowley,en,Male,"M, Saint John (city/cité), New Brunswick, Canada",en,en,en,en
Joseph,fr,Female,"E, Laval, Quebec, Canada",fr,fr,fr,fr
Emily Steere,it,Female,"C, Hochelaga, Quebec, Canada",it,it,it,it
George C Conrad,ch,Male,"A, Addington, Ontario, Canada",ch,ch,ch,ch
Dominic Miliart,rus,Male,"C, Durham (east/est), Ontario, Canada",rus,rus,rus,rus
Mark F Landers,it,Female,"I, Renfrew (south/sud), Ontario, Canada",it,it,it,it
Mary Bradley,en,Male,"G, Vancouver, British Columbia, Canada",en,en,en,en
P Celestine Bouchard,sc,Female,"W, Lunenburg, Nova Scotia, Canada",sc,sc,sc,sc
Edmund Hagen,it,Female,"C, Sunbury & Queens, New Brunswick, Canada",it,it,it,it
Lillie Porter,en,Male,"J, Wellington (north/nord), Ontario, Canada",en,en,en,en
J. K. M Harrison,it,Male,"N, Queen's (east/est), Prince Edward Island, Canada",it,it,it,it
Dennis Dennis,rus,Female,"G, Middlesex (north/nord), Ontario, Canada",rus,rus,rus,rus
Sidney Whitmarsh,ch,Female,"B(1), Shelburne & Queens (queens), Nova Scotia, Canada",ch,ch,ch,ch
Arthur Hicks,ch,Female,"F, Deux-montagnes, Quebec, Canada",ch,ch,ch,ch
Pearl Brannen,ja,Male,"B, Québec (city/cité) (east/est), Quebec, Canada",ja,ja,ja,ja
Rose Berubeé,others,Male,"D, Burrard, British Columbia, Canada",others,others,others,others
Malvina Hamel,ja,Male,"W, Lunenburg, Nova Scotia, Canada",ja,ja,ja,ja
Effie C Peck,ab,Female,"H, Vaudreuil, Quebec, Canada",ab,,,
Lawrence R Kady,rus,Male,"D, Prince Edward, Ontario, Canada",rus,rus,rus,rus
Mary B Cambell,ja,Female,"I, Lisgar, Manitoba, Canada",ja,ja,ja,ja
John Scotchy,ab,Male,"C, Québec (city/cité) (east/est), Quebec, Canada",ab,fn,fn,fn
Marie Poulin,others,Male,"U, Temiscouata, Quebec, Canada",others,others,others,others
Matthilde Boucher,ja,Male,"B, Halifax (city/cité), Nova Scotia, Canada",ja,ja,ja,ja
Louisa Hersey,rus,Male,"Q, Rimouski, Quebec, Canada",rus,rus,rus,rus
Bessie B Mcconchie,ab,Female,"D, Peel, Ontario, Canada",ab,,,
Albert Féliatrault,ab,Male,"D, Burrard, British Columbia, Canada",ab,metis,metis,metis
Ruth Mcrae,sc,Female,"C, Montmagny, Quebec, Canada",sc,sc,sc,sc
Ida Schneider,sc,Female,"B, Toronto (east/est) (city/cité), Ontario, Canada",sc,sc,sc,sc
Ernest Cossette,en,Male,"N2, Algoma, Ontario, Canada",en,en,en,en
Herman Bucholz,ab,Male,"K, Bonaventure, Quebec, Canada",ab,inuit,inuit,inuit
Danis S Urquhart,it,Male,"I, Renfrew (north/nord), Ontario, Canada",it,it,it,it
Albuin Deslauriers,sc,Female,"B, Ottawa (city/cité), Ontario, Canada",sc,sc,sc,sc
Josephine Doutre,rus,Male,"E, Maisonneuve, Quebec, Canada",rus,rus,rus,rus
Mary L Mcdonald,ab,Female,"C, Dorchester, Quebec, Canada",ab,inuit,inuit,inuit
Jeremiah Robinson,sc,Male,"E, Peterborough (west/ouest), Ontario, Canada",sc,sc,sc,sc
Cecilia Mctavish,ab,Female,"K, Wentworth (south/sud), Ontario, Canada",ab,,,
Bertha B Kidd,rus,Female,"G, Lotbinière, Quebec, Canada",rus,rus,rus,rus
Elie Gélinas,rus,Male,"A, Middlesex (south/sud), Ontario, Canada",rus,rus,rus,rus
Abel Petitto,en,Male,"E, Nicolet, Quebec, Canada",en,en,en,en
Joseph Desnoyers,sc,Female,"P, Nicolet, Quebec, Canada",sc,sc,sc,sc
Marie Veaudreuil,ch,Female,"D, Temiscouata, Quebec, Canada",ch,ch,ch,ch
Fridholm Sigfusson,ab,Female,"G, Perth (north/nord), Ontario, Canada",ab,inuit,inuit,inuit
David Beatty,others,Male,"I, Beauce, Quebec, Canada",others,others,others,others
Wilber N Stewart,en,Male,"F, Wentworth (south/sud), Ontario, Canada",en,en,en,en
C John Brodie,ir,Male,"A, Wellington (south/sud), Ontario, Canada",ir,ir,ir,ir
Rasalie Ethier,others,Female,"H, Bothwell, Ontario, Canada",others,others,others,others
Benjamin Maddas,ch,Male,"B, Pontiac, Quebec, Canada",ch,ch,ch,ch
Harmidas Manney,ja,Female,"B1, Nipissing, Ontario, Canada",ja,ja,ja,ja
John Mcmenus,fr,Female,"K, Richelieu, Quebec, Canada",fr,fr,fr,fr
Francis V Willis,ir,Male,"F, Annapolis, Nova Scotia, Canada",ir,ir,ir,ir
Albert Cormier,it,Male,"A, Montréal (city/cité), Quebec, Canada",it,it,it,it
Fiza Twitchell,ir,Female,"K, Ontario (north/nord), Ontario, Canada",ir,ir,ir,ir
Minnie L Campbell,ja,Male,"D, Albert, New Brunswick, Canada",ja,ja,ja,ja
Thomas Gorman,others,Female,"A, Queen's (west/ouest), Prince Edward Island, Canada",others,others,others,others
Ross Sawden,ja,Male,"G, Dundas, Ontario, Canada",ja,ja,ja,ja
Alexander Albect,others,Female,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
Eddy Latons,rus,Female,"B, Waterloo (north/nord), Ontario, Canada",rus,rus,rus,rus
Margaret Colville,it,Male,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",it,it,it,it
Napoleon Tremblay,ja,Female,"A, Glengarry, Ontario, Canada",ja,ja,ja,ja
William M Davidson,others,Female,"C(1), Beauce, Quebec, Canada",others,others,others,others
Diantha Andrews,fr,Female,"A, Charlotte, New Brunswick, Canada",fr,fr,fr,fr
Merenck Beardy,en,Female,"F, Labelle, Quebec, Canada",en,en,en,en
Nichlas J Mullins,fr,Female,"E, Marquette, Manitoba, Canada",fr,fr,fr,fr
Lucie Lapointe,fr,Female,"K, Richelieu, Quebec, Canada",fr,fr,fr,fr
Antonia Hébert,ja,Male,"I, Trois-rivières & Saint-maurice, Quebec, Canada",ja,ja,ja,ja
Anna Bougie,fr,Female,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
John Clark,ch,Male,"F, Leeds & Grenville (north/nord), Ontario, Canada",ch,ch,ch,ch
Coote Nesbet Shanley,en,Male,"D, Bothwell, Ontario, Canada",en,en,en,en
Nestor Bheaule,ab,Male,"P, Saskatchewan, The Territories, Canada",ab,,,
Mary P. Prescott,ja,Male,"E, Grey (south/sud), Ontario, Canada",ja,ja,ja,ja
Amss Straight,others,Male,"C, Westmorland, New Brunswick, Canada",others,others,others,others
George Fearnley,rus,Male,"N, Addington, Ontario, Canada",rus,rus,rus,rus
Surtus H Parkin,en,Female,"B, Waterloo (south/sud), Ontario, Canada",en,en,en,en
Dorothy Barton,ab,Male,"A, Toronto (centre) (city/cité), Ontario, Canada",ab,inuit,inuit,inuit
Sarah Mccullagh,others,Male,"D, Bruce (north/nord), Ontario, Canada",others,others,others,others
Martha Leary,sc,Female,"B, Simcoe (north/nord), Ontario, Canada",sc,sc,sc,sc
Phoedrine Arguin,sc,Female,"A, Yale & Cariboo, British Columbia, Canada",sc,sc,sc,sc
Ethel M Hackney,ir,Male,"B, Beauce, Quebec, Canada",ir,ir,ir,ir
Charles L Mcquade,rus,Female,"D, Grey (north/nord), Ontario, Canada",rus,rus,rus,rus
Mark Brown,sc,Male,"K, Ontario (north/nord), Ontario, Canada",sc,sc,sc,sc
Anna Western,ir,Female,"F1, Richmond & Wolfe, Quebec, Canada",ir,ir,ir,ir
Charls W Hoffer,ir,Female,"A, Montréal (city/cité), Quebec, Canada",ir,ir,ir,ir
May Mckay,ir,Female,"G, Dundas, Ontario, Canada",ir,ir,ir,ir
Pierre Choquette,ab,Male,"H, Kings, Prince Edward Island, Canada",ab,metis,metis,metis
Rubby M Ferguson,ja,Female,"L, Lévis, Quebec, Canada",ja,ja,ja,ja
Alexandrine Oskhours,it,Female,"K(1), Halifax (county/comté), Nova Scotia, Canada",it,it,it,it
Isaac Simoneau,fr,Female,", Algoma, Ontario, Canada",fr,fr,fr,fr
Henry Haak,sc,Male,"I, Norfolk (south/sud), Ontario, Canada",sc,sc,sc,sc
John Rutherford,ja,Female,"C, Bothwell, Ontario, Canada",ja,ja,ja,ja
Joseph Bacon,it,Female,"J, Yarmouth, Nova Scotia, Canada",it,it,it,it
William E Elmore,ab,Male,"N, Terrebonne, Quebec, Canada",ab,inuit,inuit,inuit
Evelena Wrgant,ch,Female,"J, Victoria, New Brunswick, Canada",ch,ch,ch,ch
Caroline Blake,rus,Female,"A, Middlesex (west/ouest), Ontario, Canada",rus,rus,rus,rus
Bella Williams,ja,Female,"B, Maisonneuve, Quebec, Canada",ja,ja,ja,ja
Joseph H Hall,ir,Male,"H, Provencher, Manitoba, Canada",ir,ir,ir,ir
Joseph Bourcier,fr,Male,"M, Wright, Quebec, Canada",fr,fr,fr,fr
Merritt Waslh,others,Male,"F, Unorganized Territories/territoires Non-organisés, The Territories, Canada",others,others,others,others
Edrien Tagart,others,Male,"S, Chicoutimi & Saguenay, Quebec, Canada",others,others,others,others
Emma Morrison,ab,Female,"V, Muskoka & Parry Sound, Ontario, Canada",ab,fn,fn,fn
Mary Gerow,ja,Male,"A, Grenville (south/sud), Ontario, Canada",ja,ja,ja,ja
Evonne Blanchet,ch,Female,"I, Gloucester, New Brunswick, Canada",ch,ch,ch,ch
William J Hagan,others,Male,"H, Bagot, Quebec, Canada",others,others,others,others
Cathren Esch,rus,Female,"K, Welland, Ontario, Canada",rus,rus,rus,rus
Robert Reynolds,rus,Female,"K, Richelieu, Quebec, Canada",rus,rus,rus,rus
Marlie Woodnough,ir,Female,"N, Simcoe (east/est), Ontario, Canada",ir,ir,ir,ir
H Tyrell Duncombe,ir,Female,"G, Algoma, Ontario, Canada",ir,ir,ir,ir
Bruce Dobbger,ch,Female,"G, Saint John (city/cité), New Brunswick, Canada",ch,ch,ch,ch
Poebe E Burk,ja,Female,"D, Peterborough (west/ouest), Ontario, Canada",ja,ja,ja,ja
Yvonne Bouchard,ch,Female,"B1, Assiniboia (east/est), The Territories, Canada",ch,ch,ch,ch
Lena Rosenberg,rus,Male,"B, Frontenac, Ontario, Canada",rus,rus,rus,rus
Ellen L Elsworth,others,Female,"P, Yarmouth, Nova Scotia, Canada",others,others,others,others
Jane Archibald,en,Female,"C, Terrebonne, Quebec, Canada",en,en,en,en
H. James Matheson,ir,Female,"H, Middlesex (north/nord), Ontario, Canada",ir,ir,ir,ir
M. Emilia Dugue,fr,Male,"D, Prince (west/ouest), Prince Edward Island, Canada",fr,fr,fr,fr
Matild F Cornish,ab,Female,"G, York (west/ouest), Ontario, Canada",ab,inuit,inuit,inuit
Laney Barkley,ja,Male,"G, Halton, Ontario, Canada",ja,ja,ja,ja
Stafford Horne,others,Male,"H, Lisgar, Manitoba, Canada",others,others,others,others
Jane Luch,en,Male,"L, Dorchester, Quebec, Canada",en,en,en,en
Bertia Cochran,en,Female,"K, Simcoe (east/est), Ontario, Canada",en,en,en,en
Charles Mcaulay,ja,Female,"H, York (east/est), Ontario, Canada",ja,ja,ja,ja
Julia Hay,fr,Male,"D, Northumberland, New Brunswick, Canada",fr,fr,fr,fr
Gledys Bowden,sc,Female,"A, Westmorland, New Brunswick, Canada",sc,sc,sc,sc
Daniel Herbert,others,Male,"D, Brant (south/sud), Ontario, Canada",others,others,others,others
William Vass,ab,,"A, Brant (south/sud), Ontario, Canada",ab,inuit,inuit,inuit
Jenet Selk,ch,Male,"B, Selkirk, Manitoba, Canada",ch,ch,ch,ch
Robert L. Potter,en,Male,"S, Guysborough, Nova Scotia, Canada",en,en,en,en
Narcisse Thibeaudeau,ab,Female,"G, Yamaska, Quebec, Canada",ab,metis,metis,metis
Dolena Mathewn,ab,Female,"F, Wentworth (south/sud), Ontario, Canada",ab,metis,metis,metis
Maria Morrison,rus,Female,"E, Beauce, Quebec, Canada",rus,rus,rus,rus
Mabel Friedman,sc,Female,"E, Elgin (east/est), Ontario, Canada",sc,sc,sc,sc
Laura Ferguson,ab,Female,"B, Carleton, New Brunswick, Canada",ab,inuit,inuit,inuit
Hugh Smith,ab,Male,"N, Pontiac, Quebec, Canada",ab,,,
Joseph Turgeon,en,Male,"G, Soulanges, Quebec, Canada",en,en,en,en
Christine C Morrison,it,Female,"T, Annapolis, Nova Scotia, Canada",it,it,it,it
Henry Smith,others,Female,"C, Argenteuil, Quebec, Canada",others,others,others,others
Alice M Carr,ir,Male,"J, Saint John (city/cité), New Brunswick, Canada",ir,ir,ir,ir
Mandie C Wilson,rus,Male,"M, Annapolis, Nova Scotia, Canada",rus,rus,rus,rus
James Mccalum,rus,Male,"B, Hastings (west/ouest), Ontario, Canada",rus,rus,rus,rus
Manson Wood,rus,Female,"Z, Saskatchewan, The Territories, Canada",rus,rus,rus,rus
Wm M. Carley,ab,Female,"I, Kent, New Brunswick, Canada",ab,,,
James Neal,it,Female,"B, London (city/cité), Ontario, Canada",it,it,it,it
Wm Armstrong,others,Male,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
Thomas R Brown,ir,Male,"B, Hochelaga, Quebec, Canada",ir,ir,ir,ir
James Griffith,others,Female,"H, Labelle, Quebec, Canada",others,others,others,others
L. Theodore Rose,ja,Male,"H, Simcoe (north/nord), Ontario, Canada",ja,ja,ja,ja
Annie E Bell,ir,Female,"T, Cumberland, Nova Scotia, Canada",ir,ir,ir,ir
Da Mcdaniel,fr,Male,"C, Argenteuil, Quebec, Canada",fr,fr,fr,fr
Hattie Johnston,en,Female,"A, Montréal (city/cité), Quebec, Canada",en,en,en,en
Alfred Como,rus,Male,"M, Argenteuil, Quebec, Canada",rus,rus,rus,rus
Stewart H Matthewson,others,Female,"W, Cape Breton, Nova Scotia, Canada",others,others,others,others
Doloris Savard,rus,Male,"S1, Muskoka & Parry Sound, Ontario, Canada",rus,rus,rus,rus
Emile Giguere,ja,Female,"A1, Cape Breton, Nova Scotia, Canada",ja,ja,ja,ja
Thomas L Lindsay,others,Female,"C, Lanark (north/nord), Ontario, Canada",others,others,others,others
Solman Blewett,it,Female,"E4, Alberta, The Territories, Canada",it,it,it,it
Evia Derioun,ja,Female,"C, Victoria (south/sud), Ontario, Canada",ja,ja,ja,ja
John Marc,fr,Male,"D, Lambton (east/est), Ontario, Canada",fr,fr,fr,fr
John W Short,fr,Male,"D, Gloucester, New Brunswick, Canada",fr,fr,fr,fr
Mcmary Isaac,others,Female,"D, Peterborough (west/ouest), Ontario, Canada",others,others,others,others
Selia Savary,it,Male,"M, Wright, Quebec, Canada",it,it,it,it
James Gooden,ch,Male,"D, Berthier, Quebec, Canada",ch,ch,ch,ch
Bessie Bastin,ch,Male,"I, Simcoe (east/est), Ontario, Canada",ch,ch,ch,ch
Minnie H Hill,sc,Male,"P, Portneuf, Quebec, Canada",sc,sc,sc,sc
Gryiloda Bovaird,ab,Female,"C, Deux-montagnes, Quebec, Canada",ab,inuit,inuit,inuit
Mars Guay,ja,Female,"G, Kent, New Brunswick, Canada",ja,ja,ja,ja
Rose A Gammon,others,Male,"L, Alberta, The Territories, Canada",others,others,others,others
Odah Byin,ir,Female,"E(1), Cumberland, Nova Scotia, Canada",ir,ir,ir,ir
George Moore,it,Male,"H, Prescott, Ontario, Canada",it,it,it,it
Hugh Sudabury,ja,Female,"B, Saint John (city/cité), New Brunswick, Canada",ja,ja,ja,ja
Lea Paré,en,Male,"G, Kamouraska, Quebec, Canada",en,en,en,en
Rause Dagenais,sc,Male,"N, Drummond & Arthabaska, Quebec, Canada",sc,sc,sc,sc
Meth Cairncross,others,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",others,others,others,others
Joseph Kaake,it,Male,"F, Maisonneuve, Quebec, Canada",it,it,it,it
Frederic Steano,sc,Female,"G, Grey (east/est), Ontario, Canada",sc,sc,sc,sc
Clare Graham,rus,Male,"D, Drummond & Arthabaska, Quebec, Canada",rus,rus,rus,rus
Samuel Dowsie,others,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",others,others,others,others
Sadle Mccannell,ch,Female,"L, Halifax (county/comté), Nova Scotia, Canada",ch,ch,ch,ch
Mary M Macdonald,en,Male,"D, Maskinongé, Quebec, Canada",en,en,en,en
Russell Wheeler,en,Female,"D, Bruce (west/ouest), Ontario, Canada",en,en,en,en
Angelina Dupuis,en,Female,"E, Huron (east/est), Ontario, Canada",en,en,en,en
Alderic Cadieux,sc,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",sc,sc,sc,sc
Nellie Nugent,rus,Female,"C, New Westminster, British Columbia, Canada",rus,rus,rus,rus
Jo&#39;s Chantezea,ir,Male,"E, Lincoln & Niagara, Ontario, Canada",ir,ir,ir,ir
Robert Kenny,ja,Female,"B, Montréal (city/cité), Quebec, Canada",ja,ja,ja,ja
Sarah A Cameron,ch,Male,"D, Brockville (town/ville), Ontario, Canada",ch,ch,ch,ch
Edouard Ouellette,sc,Female,"J, Queen's (east/est), Prince Edward Island, Canada",sc,sc,sc,sc
Jane Spencer,en,Male,"B, Hamilton (city/cité), Ontario, Canada",en,en,en,en
Morris Enright,it,Male,"E, Waterloo (south/sud), Ontario, Canada",it,it,it,it
Exevia Nadeau,sc,Female,"A, Portneuf, Quebec, Canada",sc,sc,sc,sc
Albert Lemay,ch,Female,"D, Lennox, Ontario, Canada",ch,ch,ch,ch
Lowies Lawson,fr,Male,"D, Toronto (west/ouest) (city/cité), Ontario, Canada",fr,fr,fr,fr
Lucy H Trodden,ja,Male,"H, Simcoe (north/nord), Ontario, Canada",ja,ja,ja,ja
Thomas Wilkie,it,Female,"N, Simcoe (east/est), Ontario, Canada",it,it,it,it
Nancy Demick,rus,Female,"R, Rimouski, Quebec, Canada",rus,rus,rus,rus
Ozias Labreche,ja,Male,"E, Québec (city/cité) (centre), Quebec, Canada",ja,ja,ja,ja
Joseph Pelletier,it,Male,"M, Nipissing, Ontario, Canada",it,it,it,it
Richard H Smith,fr,Female,"D, Burrard, British Columbia, Canada",fr,fr,fr,fr
Joseph Bernard,en,Female,"B, Middlesex (west/ouest), Ontario, Canada",en,en,en,en
Mona Begras,ir,Female,"D, Provencher, Manitoba, Canada",ir,ir,ir,ir
Séraphine Chrétien,fr,Male,"G, Yamaska, Quebec, Canada",fr,fr,fr,fr
Gertrude Jordan,fr,Male,"I, Québec (county/comté), Quebec, Canada",fr,fr,fr,fr
Joseph Frappier,ab,Male,"U, Digby, Nova Scotia, Canada",ab,inuit,inuit,inuit
Toyea Bowley,en,Male,"W, Muskoka & Parry Sound, Ontario, Canada",en,en,en,en
Carrie Farlinger,en,Female,"D, Kingston (city/cité), Ontario, Canada",en,en,en,en
Glennie Stackhouse,ja,Male,"C, Laprairie & Napierville, Quebec, Canada",ja,ja,ja,ja
Amy Myre,sc,Male,"A, Joliette, Quebec, Canada",sc,sc,sc,sc
Jessie R Mcdongall,ja,Male,"H, Hastings (north/nord), Ontario, Canada",ja,ja,ja,ja
E Emna Aulenbach,ir,Female,"F, Bruce (north/nord), Ontario, Canada",ir,ir,ir,ir
Alalia Harnish,en,Female,"H, Essex (north/nord), Ontario, Canada",en,en,en,en
John Reed,en,Male,"G, Lambton (west/ouest), Ontario, Canada",en,en,en,en
Ferdinand Perriard,en,Female,"X, Saskatchewan, The Territories, Canada",en,en,en,en
Edward O Hickling,ja,Male,"B, Québec (city/cité) (centre), Quebec, Canada",ja,ja,ja,ja
Marthia Roberts,fr,Male,"J, Assiniboia (west/ouest), The Territories, Canada",fr,fr,fr,fr
Eric F Ulstrom,ch,Male,"N1, Nipissing, Ontario, Canada",ch,ch,ch,ch
Sidney E Heald,ir,Female,"I, Kent, New Brunswick, Canada",ir,ir,ir,ir
Evone Bilodeau,fr,Female,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Daniel Montgomry,it,Male,"C, Winnipeg (city/cité), Manitoba, Canada",it,it,it,it
Graziella Gaudette,fr,Male,"A, Glengarry, Ontario, Canada",fr,fr,fr,fr
Evaris Garçeau,ja,Female,"D, Peterborough (west/ouest), Ontario, Canada",ja,ja,ja,ja
Harry K Grenfell,ja,Female,"D, Antigonish, Nova Scotia, Canada",ja,ja,ja,ja
Clifford Morrison,ja,Male,"B, Montréal (city/cité), Quebec, Canada",ja,ja,ja,ja
Jane Hindman,rus,Female,"H, Prescott, Ontario, Canada",rus,rus,rus,rus
Elvina Griffeth,it,Male,", Saskatchewan, The Territories, Canada",it,it,it,it
Thomas Hetherington,it,Female,"B, Halifax (city/cité), Nova Scotia, Canada",it,it,it,it
Maggie Yuill,en,Male,"A, Bagot, Quebec, Canada",en,en,en,en
Ernest Burns,ir,Male,"N, Saint John (county/comté), New Brunswick, Canada",ir,ir,ir,ir
Agnes A Richmond,fr,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",fr,fr,fr,fr
Allen Caté,sc,Male,"E, Huron (east/est), Ontario, Canada",sc,sc,sc,sc
William T Roper,ir,Male,"T, Richmond & Wolfe, Quebec, Canada",ir,ir,ir,ir
Allan J Dawson,sc,Male,"D, Victoria, British Columbia, Canada",sc,sc,sc,sc
Priscilla Cooley,ir,Male,"K, Drummond & Arthabaska, Quebec, Canada",ir,ir,ir,ir
George S Petticrew,it,Female,"B, Oxford (south/sud), Ontario, Canada",it,it,it,it
Edwin Jay,ja,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",ja,ja,ja,ja
Arthur Roche,en,Male,"D, Winnipeg (city/cité), Manitoba, Canada",en,en,en,en
Andrew D Merkel,it,Male,"E, Bonaventure, Quebec, Canada",it,it,it,it
Cyrille Lacasse,sc,Male,"L, Richmond & Wolfe, Quebec, Canada",sc,sc,sc,sc
Alma Derosiers,ab,Male,"E, Kent, Ontario, Canada",ab,,,
Arthru W Harper,others,Female,"D, Québec (city/cité) (east/est), Quebec, Canada",others,others,others,others
Charles B Allen,fr,Male,"I, Algoma, Ontario, Canada",fr,fr,fr,fr
Joseph,ab,Male,"C, Hochelaga, Quebec, Canada",ab,fn,fn,fn
James Loftus,others,Male,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
Marie Louise Coulombe,ab,Female,"V, Pontiac, Quebec, Canada",ab,inuit,inuit,inuit
Ida Hunter,it,Male,"G, Lévis, Quebec, Canada",it,it,it,it
